title,description,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasEmail,landingPage,updateFrequency,theme,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.1.downloadURL,distribution.0.size,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.format,distribution.3.downloadURL,distribution.3.title,distribution.3.format,distribution.4.downloadURL,distribution.4.title,distribution.4.format,distribution.5.downloadURL,distribution.5.title,distribution.5.format,distribution.6.downloadURL,distribution.6.title,distribution.6.format,distribution.7.downloadURL,distribution.7.title,distribution.7.format,distribution.8.downloadURL,distribution.8.title,distribution.8.format,distribution.9.downloadURL,distribution.9.title,distribution.9.format,distribution.10.downloadURL,distribution.10.title,distribution.10.format,distribution.11.downloadURL,distribution.11.title,distribution.11.format,distribution.12.downloadURL,distribution.12.title,distribution.12.format,distribution.13.downloadURL,distribution.13.title,distribution.13.format,distribution.14.downloadURL,distribution.14.title,distribution.14.format,distribution.15.downloadURL,distribution.15.title,distribution.15.format,distribution.16.downloadURL,distribution.16.title,distribution.16.format,distribution.17.downloadURL,distribution.17.title,distribution.17.format,distribution.18.downloadURL,distribution.18.title,distribution.18.format,distribution.19.downloadURL,distribution.19.title,distribution.19.format,distribution.20.downloadURL,distribution.20.title,distribution.20.format,distribution.21.downloadURL,distribution.21.title,distribution.21.format,distribution.22.downloadURL,distribution.22.title,distribution.22.format,distribution.23.downloadURL,distribution.23.title,distribution.23.format,distribution.24.downloadURL,distribution.24.title,distribution.24.format
RD076 Expenditure on roads by region,Transport Dashboard - Road Transport: Expenditure on roads by region ($ million) by road activity type from 2002/03 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd076-expenditure-on-roads-by-region,https://creativecommons.org/licenses/by/4.0,transport costs,,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd076-expenditure-on-roads-by-region,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD076-Expenditureonroadsbyregionmillion?:embed=y&:display_count=n&:origin=viz_share_link,RD076 Expenditure on roads by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD074 Producers price index - Heavy and Civil Engineering Construction,"Transport Dashboard - Road Transport: Prooducers price index and Consumers prive index - Heavy and Civil Engineering Construction, from 1997 onwards (by quarter period)",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd076-expenditure-on-roads-by-region/rd074-producers-price-index-heavy-and-civil-engineering-construction,https://creativecommons.org/licenses/by/4.0,transport costs,,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd076-expenditure-on-roads-by-region/rd074-producers-price-index-heavy-and-civil-engineering-construction,Quarter,transport,https://public.tableau.com/views/RoadTransport_0/RD074-Producerspriceindex-HeavyandCivilEngineeringConstruction?:embed=y&embed=yes&:display_count=n&:origin=viz_share_link,RD074 Producers price index - Heavy and Civil Engineering Construction,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD039 Road deaths and injuries,Transport Dashboard - Road Transport: Road deaths and injuries from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries,https://creativecommons.org/licenses/by/4.0,"deaths, injuries, road safety",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD039-Roaddeathsandinjuries?:embed=y&:display_count=n&:origin=viz_share_link,RD039 Road deaths and injuries,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD040 Road fatal and injury crashes reported by police,Transport Dashboard - Road Transport: Road fatal and injury crashes reported by police from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd040-road-fatal-and-injury-crashes-reported-by-police,https://creativecommons.org/licenses/by/4.0,"accidents, road safety",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd040-road-fatal-and-injury-crashes-reported-by-police,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD040-Roadfatalandinjurycrashesreportedbypolice?:embed=y&:display_count=n&:origin=viz_share_link,RD040 Road fatal and injury crashes reported by police,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD049 Road fatal and injury crashes by region,Transport Dashboard - Road Transport: Road fatal and injury crashes by region from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd049-road-fatal-and-injury-crashes-by-region,https://creativecommons.org/licenses/by/4.0,"accidents, road safety",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd049-road-fatal-and-injury-crashes-by-region,Annual,transport,https://public.tableau.com/shared/C6TN293K8?:display_count=n&:origin=viz_share_link&:embed=y,RD049 Road fatal and injury crashes by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD050 Road fatal and injury crashes by territorial authority,Transport Dashboard - Road Transport: Road fatal and injury crashes by territorial authority from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd050-road-fatal-and-injury-crashes-by-territorial-authority,https://creativecommons.org/licenses/by/4.0,"accidents, road safety",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd050-road-fatal-and-injury-crashes-by-territorial-authority,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD050-Roadfatalandinjurycrashesbyterritorialauthority?:embed=y&:display_count=n&:origin=viz_share_link,RD050 Road fatal and injury crashes by territorial authority,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD041 Road deaths by region,Transport Dashboard - Road Transport: Road deaths by region from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd041-road-deaths-by-region,https://creativecommons.org/licenses/by/4.0,"deaths, injuries, road safety",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd041-road-deaths-by-region,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD041-Roaddeathsbyregion?:embed=y&:display_count=n&:origin=viz_share_link,RD041 Road deaths by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD046 Motorcyclist deaths and injuries by age group,Transport Dashboard - Road Transport: Motorcyclist deaths and injuries by age group  from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd046-motorcyclist-deaths-and-injuries-by-age-group,https://creativecommons.org/licenses/by/4.0,"deaths, injuries, road safety, vehicle type",,27-05-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd046-motorcyclist-deaths-and-injuries-by-age-group,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD046-Motorcyclistdeathsandinjuriesbyagegroup?:embed=y&:display_count=n&:origin=viz_share_link,RD046 Motorcyclist deaths and injuries by age group,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD045 Serious non-fatal road injuries,Transport Dashboard - Road Transport: Serious non-fatal road injuries from motor vehicle crashes from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd045-serious-non-fatal-road-injuries,https://creativecommons.org/licenses/by/4.0,"injuries, road safety",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd045-serious-non-fatal-road-injuries,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD045-Seriousnon-fatalroadinjuries?:embed=y&:display_count=n&:origin=viz_share_link,RD045 Serious non-fatal road injuries,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD056 Road crash hospitalisations by region,Transport Dashboard - Road Transport: Road crash hospitalisations by region from 2000 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd056-road-crash-hospitalisations-by-region,https://creativecommons.org/licenses/by/4.0,"injuries, road safety",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd056-road-crash-hospitalisations-by-region,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD056-Roadcrashhospitalisationsbyregion?:embed=y&:display_count=n&:origin=viz_share_link,RD056 Road crash hospitalisations by region,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR010 Fatal and injury truck crashes,Transport Dashboard - Road Transport: Fatal and injury truck crashes from 1970 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/fr010-fatal-and-injury-truck-crashes,https://creativecommons.org/licenses/by/4.0,"accidents, road safety, vehicle type",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/fr010-fatal-and-injury-truck-crashes,Annual,transport,https://public.tableau.com/views/Freight_4/FR010-Fatalandinjurytruckcrashes?:embed=y&:display_count=n&:origin=viz_share_link,FR010 Fatal and injury truck crashes,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD083 Number of fatal crashes involving overseas drivers,Transport Dashboard - Road Transport: Number of fatal crashes involving overseas drivers from 2005 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd083-number-of-fatal-crashes-involving-overseas-drivers,https://creativecommons.org/licenses/by/4.0,"accidents, road safety",,20-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd083-number-of-fatal-crashes-involving-overseas-drivers,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD083-Numberoffatalcrashesinvolvingoverseasdrivers?:embed=y&:display_count=n&:origin=viz_share_link,RD083 Number of fatal crashes involving overseas drivers,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD084 Number of serious and minor injury crashes involving overseas drivers,Transport Dashboard - Road Transport: umber of serious and minor injury crashes involving overseas drivers from 2005 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd084-number-of-serious-and-minor-injury-crashes-involving-overseas-drivers,https://creativecommons.org/licenses/by/4.0,"accidents, road safety",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd039-road-deaths-and-injuries/rd084-number-of-serious-and-minor-injury-crashes-involving-overseas-drivers,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD084-Numberofseriousandminorinjurycrashesinvolvingoverseasdrivers?:embed=y&:display_count=n&:origin=viz_share_link,RD084 Number of serious and minor injury crashes involving overseas drivers,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RD043 Road deaths per 10,000 vehicles  ","Transport Dashboard - Road Transport: Road deaths per 10,000 vehicles  from 1936 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd043-road-deaths-per-10000-vehicles,https://creativecommons.org/licenses/by/4.0,"deaths, road safety",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd043-road-deaths-per-10000-vehicles,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD043-Roaddeathsper10000vehicles?:embed=y&:display_count=n&:origin=viz_share_link,"RD043 Road deaths per 10,000 vehicles  ",From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD044 Road deaths per 100 million vehicle kilometres travelled,Transport Dashboard - Road Transport: Road deaths per 100 million vehicle kilometres travelled  from 2001 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd044-road-deaths-per-100-million-vehicle-kilometres-travelled,https://creativecommons.org/licenses/by/4.0,"deaths, road safety, VKT",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd044-road-deaths-per-100-million-vehicle-kilometres-travelled,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD044-Roaddeathsper100millionvehiclekilometrestravelled?:embed=y&:display_count=n&:origin=viz_share_link,RD044 Road deaths per 100 million vehicle kilometres travelled,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD057 Road crash hospitalisations per 100 million vehicle-km travelled,Transport Dashboard - Road Transport: Road crash hospitalisations per 100 million vehicle-km travelled  from 2001 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd044-road-deaths-per-100-million-vehicle-kilometres-travelled/rd057-road-crash-hospitalisations-per-100-million-vehicle-km-travelled,https://creativecommons.org/licenses/by/4.0,"injuries, road safety, VKT",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd044-road-deaths-per-100-million-vehicle-kilometres-travelled/rd057-road-crash-hospitalisations-per-100-million-vehicle-km-travelled,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD057-Roadcrashhospitalisationsper100millionvehicle-kmtravelled?:embed=y&:display_count=n&:origin=viz_share_link,RD057 Road crash hospitalisations per 100 million vehicle-km travelled,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR008 Fatal truck crashes per 100 million km travelled by trucks,Transport Dashboard - Road Transport: Fatal truck crashes per 100 million km travelled by trucks  from 2001 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd044-road-deaths-per-100-million-vehicle-kilometres-travelled/fr008-fatal-truck-crashes-per-100-million-km-travelled-by-trucks-2,https://creativecommons.org/licenses/by/4.0,"accidents, road safety, VKT",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd044-road-deaths-per-100-million-vehicle-kilometres-travelled/fr008-fatal-truck-crashes-per-100-million-km-travelled-by-trucks-2,Annual,transport,https://public.tableau.com/views/Freight_4/FR008-Fataltruckcrashesper100millionkmtravelledbytrucks?:embed=y&:display_count=n&:origin=viz_share_link,FR008 Fatal truck crashes per 100 million km travelled by trucks,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD053 Road injury crashes per 100 million vehicle kilometres travelled,Transport Dashboard - Road Transport: Road injury crashes per 100 million vehicle kilometres travelled  from 2001 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd044-road-deaths-per-100-million-vehicle-kilometres-travelled/rd053-road-injury-crashes-per-100-million-vehicle-kilometres-travelled,https://creativecommons.org/licenses/by/4.0,"accidents, road safety, VKT",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/2-road-transport/rd044-road-deaths-per-100-million-vehicle-kilometres-travelled/rd053-road-injury-crashes-per-100-million-vehicle-kilometres-travelled,Annual,transport,https://public.tableau.com/views/RoadTransport_0/RD053-Roadinjurycrashesper100millionvehiclekilometrestravelled?:embed=y&:display_count=n&:origin=viz_share_link,RD053 Road injury crashes per 100 million vehicle kilometres travelled,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
